seller_id,baseline_volume,recent_volume,baseline_review,recent_review,baseline_delay,recent_delay,baseline_rate,recent_rate,volume_decay,review_decay,delay_surge,SFI,future_orders,is_inactive
06bb3a2fe5e7b7a845b13e8fb91bd944,9,4.0,4.777777777777778,4.25,1.9481712962962965,0.8874942129629629,1.0,1.3333333333333333,0.0,0.1104651162790697,0.0,0.0331395348837209,4.0,0
06e5eefc71ec47ae763c5c6f8db7064f,23,24.0,4.047619047619048,4.166666666666667,3.026851851851852,1.5138541666666667,2.555555555555556,8.0,0.0,0.0,0.0,0.0,45.0,0
070d165398b553f3b4b851c216b8a358,6,6.0,3.333333333333333,2.6,3.658686342592592,5.754936342592593,0.6666666666666666,2.0,0.0,0.22,0.5729515470065059,0.2951806188026024,20.0,0
07bf9669d84d1f11be443a9dd938f698,10,1.0,4.1,4.0,2.0907175925925925,3.186053240740741,1.1111111111111112,0.3333333333333333,0.7000000000000001,0.0243902439024389,0.5239041619149903,0.4268787379367278,6.0,0
080102cd0a76b09e0dcf55fcacc60e05,18,28.0,4.777777777777778,4.464285714285714,1.1503877314814814,1.5684953703703703,2.0,9.333333333333334,0.0,0.0656146179401993,0.3634493201265676,0.1650641134326868,78.0,0
080199a181c46c657dc5aa235411be3b,24,36.0,4.695652173913044,4.555555555555555,1.337060185185185,2.577349537037037,2.6666666666666665,12.0,0.0,0.0298353909465021,0.9276241754817264,0.3800002874766413,19.0,0
0887a9f087bcd5d9f6642b52f897fc6c,5,0.0,4.6,,1.603738425925926,,0.5555555555555556,0.0,1.0,0.0,0.0,0.3,0.0,1
08d2d642cf72b622b14dde1d2f5eb2f5,15,0.0,4.214285714285714,,2.804375,,1.6666666666666667,0.0,1.0,0.0,0.0,0.3,0.0,1
093805f8f2aeb63881444571e1f48f30,20,2.0,4.15,4.5,2.2184375000000003,2.1862962962962964,2.2222222222222223,0.6666666666666666,0.7000000000000001,0.0,0.0,0.21,0.0,1
09883d9ab71c8fe8a9bfc7fc3075b07e,5,0.0,3.4,,1.7100520833333333,,0.5555555555555556,0.0,1.0,0.0,0.0,0.3,0.0,1
09f952a5f58d2285b0372551ae8f9b01,6,13.0,4.166666666666667,3.769230769230769,4.560914351851851,1.1818402777777777,0.6666666666666666,4.333333333333333,0.0,0.0953846153846154,0.0,0.0286153846153846,31.0,0
0ac4201fda2c68ebc0e47cb9423cf3c9,5,2.0,4.6,3.5,2.1853356481481483,2.132065972222222,0.5555555555555556,0.6666666666666666,0.0,0.2391304347826086,0.0,0.0717391304347826,6.0,0
0ad80de75c811326389cfb1daba7d45e,5,1.0,5.0,5.0,0.9961689814814816,3.830752314814815,0.5555555555555556,0.3333333333333333,0.4000000000000001,0.0,1.0,0.52,0.0,1
0adac9fbd9a2b63cccaac4f8756c1ca8,54,22.0,4.185185185185185,3.523809523809524,4.899403935185186,3.501568287037037,6.0,7.333333333333333,0.0,0.1580278128950695,0.0,0.0474083438685208,21.0,0
0afccdb8a34ee5c79f7c06faf2b4d56e,23,1.0,4.136363636363637,1.0,2.498269675925926,4.229861111111111,2.555555555555556,0.3333333333333333,0.8695652173913043,0.7582417582417582,0.6931163004023618,0.7655886128508635,1.0,0
0b18d63d0cd1d723567903fd34a07df2,6,2.0,4.833333333333333,4.5,2.1831828703703704,1.3924479166666666,0.6666666666666666,0.6666666666666666,0.0,0.0689655172413792,0.0,0.0206896551724137,1.0,0
0b90b6df587eb83608a64ea8b390cf07,12,103.0,3.8333333333333335,4.078431372549019,2.355127314814814,1.602291666666667,1.3333333333333333,34.333333333333336,0.0,0.0,0.0,0.0,49.0,0
0bae85eb84b9fb3bd773911e89288d54,78,34.0,4.243589743589744,4.323529411764706,1.111388888888889,1.2997337962962965,8.666666666666666,11.333333333333334,0.0,0.0,0.1694680496542529,0.0677872198617011,24.0,0
0bb738e4d789e63e2267697c42d35a2d,13,10.0,4.307692307692308,4.8,2.217077546296296,2.4770659722222224,1.4444444444444444,3.333333333333333,0.0,0.0,0.1172662753092448,0.0469065101236979,4.0,0
0be8ff43f22e456b4e0371b2245e4d01,60,59.0,4.166666666666667,3.6779661016949152,1.9402777777777775,2.0907291666666667,6.666666666666667,19.666666666666668,0.0,0.1172881355932204,0.0775411596277738,0.0662029045290756,42.0,0
0bf0150d5b9d60d9cd2906003332f085,24,6.0,3.5217391304347827,4.0,4.822609953703704,4.917453703703703,2.6666666666666665,2.0,0.2499999999999999,0.0,0.0196664774697694,0.0828665909879077,4.0,0
0bfd0b434243adc5c2e1aa6baf19c6aa,5,1.0,3.6,4.0,1.1920949074074074,2.806458333333333,0.5555555555555556,0.3333333333333333,0.4000000000000001,0.0,1.0,0.52,0.0,1
0c7533c71df861ec58ad7ff999ed0e8d,30,22.0,4.2,4.136363636363637,2.133744212962963,2.309664351851852,3.333333333333333,7.333333333333333,0.0,0.0151515151515151,0.0824466858867785,0.0375241289001659,9.0,0
0c8380b62e38e8a1e6adbeba7eb9688c,89,5.0,4.034090909090909,3.5,2.5314930555555555,3.879212962962963,9.88888888888889,1.6666666666666667,0.8314606741573034,0.1323943661971831,0.5323814357103342,0.5021090863904797,24.0,0
0cbcee27c791afa0cdcb08587a2013a8,13,7.0,4.307692307692308,3.571428571428572,2.259259259259259,2.2439814814814816,1.4444444444444444,2.333333333333333,0.0,0.1709183673469387,0.0,0.0512755102040816,14.0,0
0d85bbda9889ce1f7e63778d24f346eb,43,6.0,4.27906976744186,3.4,2.7741550925925926,3.389502314814815,4.777777777777778,2.0,0.5813953488372093,0.2054347826086956,0.2218142827938102,0.3247747525512956,0.0,1
0db783cfcd3b73998abc6e10e59a102f,76,28.0,4.346666666666667,4.321428571428571,2.1273958333333334,2.4981944444444446,8.444444444444445,9.333333333333334,0.0,0.005806310254163,0.1742969527819942,0.0714606741890466,3.0,0
0df3984f9dfb3d49ac6366acbd3bbb85,37,40.0,4.54054054054054,4.075,2.6008912037037035,2.3670775462962963,4.111111111111111,13.333333333333334,0.0,0.1025297619047618,0.0,0.0307589285714285,9.0,0
0e44d110fa6a54e121cb2c095a77762f,5,0.0,4.2,,3.842719907407407,,0.5555555555555556,0.0,1.0,0.0,0.0,0.3,1.0,0
0ea22c1cfbdc755f86b9b54b39c16043,130,29.0,4.3,4.642857142857143,1.8113252314814816,2.0281944444444444,14.444444444444445,9.666666666666666,0.3307692307692308,0.0,0.1197295820726715,0.1471226020598378,29.0,0
0eaa7e33d73809f1f925f7d07c506cbd,11,1.0,4.636363636363637,5.0,0.9013888888888888,1.127164351851852,1.2222222222222223,0.3333333333333333,0.7272727272727274,0.0,0.2504750898818696,0.3183718541345661,3.0,0
0ebd97a106433a45a4aebe57c1799778,17,6.0,4.117647058823529,5.0,1.7646180555555555,3.2353530092592595,1.8888888888888888,2.0,0.0,0.0,0.8334579537330371,0.3333831814932149,8.0,0
0ed6ce5d87fd9c69eaacaeb778d67235,9,7.0,4.444444444444445,4.142857142857143,6.253043981481482,5.066134259259259,1.0,2.333333333333333,0.0,0.0678571428571428,0.0,0.0203571428571428,27.0,0
0ef83d7d83ed97cd2a0049ac8be5f88a,10,21.0,4.6,4.047619047619048,1.0972164351851852,1.3402662037037036,1.1111111111111112,7.0,0.0,0.1200828157349896,0.2215148814076023,0.1246307972835378,17.0,0
0ff83046c3fa22efee8ecf291888b191,7,2.0,4.857142857142857,4.5,3.2228819444444445,3.4499016203703703,0.7777777777777778,0.6666666666666666,0.1428571428571429,0.0735294117647058,0.0704399602092961,0.093091950470273,1.0,0
10076e5788b8ee532724bcd460baf762,9,7.0,4.111111111111111,4.857142857142857,1.2455555555555555,1.0783680555555557,1.0,2.333333333333333,0.0,0.0,0.0,0.0,7.0,0
